name,gender,education,biography,age,position,tenure,company_name
黄颖灵,性别:女,学历:大专,"黄颖灵,监事,女,1962年出生,中共党员,大专学历,高级会计师,历任四川省南充市水利水电工程公司会计主管,天歌集团股份有限公司财务部会计主管、副部长、部长、审计法规部部长、总经理助理;2011年12月至2024年4月,任华塑控股股份有限公司财务总监;2019年10月至2020年7月,任华塑控股股份有限公司董事;2023年4月至今,任华塑控股股份有限公司监事。",当前年龄:63,职务:非职工代表监事,任职时间:2023-04-26至今,华塑控股
王毅,性别:男,学历:本科,"王毅,职工监事,男,1974年出生,本科学历。历任华塑控股股份有限公司财务部长、审计部长,2022年7月至今任公司运营管理部部长,2023年2月至今,任公司职工监事。",当前年龄:51,职务:职工代表监事,任职时间:2023-04-26至今,华塑控股
乔志涌,性别:男,学历:高中,"乔志涌先生,中国国籍,无境外永久居留权,1964年1月生,初中学历。2002年9月投资设立侨源有限并担任董事长,现任公司董事长。",当前年龄:60,"职务:董事长,法定代表人,非独立董事",任职时间:2014-03-13至今,侨源股份
李国平,性别:男,学历:本科,"李国平先生,中国国籍,无境外永久居留权,1970年4月生,大学本科学历。2003年3月起任职于侨源有限,现任公司董事、总经理、总工程师。",当前年龄:54,"职务:总经理,非独立董事,总工程师",任职时间:2014-03-13至今,侨源股份
乔坤,性别:男,学历:高中,"乔坤先生,中国国籍,无境外永久居留权,1969年8月生,高中学历。2002年9月投资设立侨源有限,现任公司董事、副总经理。",当前年龄:55,"职务:副总经理,非独立董事",任职时间:2014-03-13至今,侨源股份
郑永萍,性别:女,学历:高中,"郑永萍女士,中国国籍,无境外永久居留权,1974年8月生,高中学历。1994年4月起曾任职于侨源实业,2002年9月起任职于侨源有限,现担任公司副总经理。",当前年龄:50,职务:副总经理,任职时间:2014-03-13至今,侨源股份
李宏,性别:男,学历:本科,"李宏先生,中国国籍,无境外永久居留权,1971年3月生,本科学历。1994年7月至2004年9月期间任职于长城特殊钢股份有限公司,2004年9月任职于侨源有限,现任公司副总经理。",当前年龄:53,职务:副总经理,任职时间:2014-03-13至今,侨源股份
乔莉娜,性别:女,学历:本科,"乔莉娜女士,中国国籍,无境外永久居留权,1989年10月生,本科学历。2014年8月起任职于侨源气体,现任公司副总经理。",当前年龄:35,职务:副总经理,任职时间:2014-03-13至今,侨源股份
童瑶,性别:女,学历:大专,"童瑶女士,中国国籍,无境外永久居留权,1974年8月生,大专学历。1995年7月至1999年12月任四川川侨服装合资有限公司会计、财务副经理;2000年1月至2004年10月任四川汇源集团股份有限公司下属子公司成都东林电子有限公司财务主管;2004年11月至2010年9月任四川锡成纸业有限公司财务总监、总裁助理;2010年10月起任职于侨源有限,现任公司董事会秘书兼财务总监。",当前年龄:50,"职务:董事会秘书,财务总监",任职时间:2014-03-13至今,侨源股份
王少楠,性别:男,学历:本科,"王少楠先生,中国国籍,无境外永久居留权,1971年8月生,毕业于南京化工学院,获学士学位。1994年7月至2004年12月任西南化工研究设计院气体室职员;2005年1月至2018年1月、2019年5月至2019年12月任西南化工研究设计院有限公司气体研究所所长(2018年2月至2019年5月任西南化工研究设计院有限公司环境生态公司副总经理);2005年8月至2022年3月任全国气体标准化技术委员会秘书长;2009年12月至今2022年3月任全国煤化工标准化技术委员会煤制化学品分会秘书长;2022年3月至2023年5月任上海诺禹测试技术有限公司总经理,2022年4月1日至2023年5月任上海磐诺仪器有限公司副总经理,现任公司独立董事、浙江陶特容器科技股份有限公司独立董事。",当前年龄:53,职务:独立董事,任职时间:2023-07-14至今,侨源股份
金智,性别:男,学历:博士,"金智先生,中国国籍,无境外永久居留权,1981年8月生,管理学(会计学)博士学位。西南财经大学会计学院教授、博士生导师,现任公司独立董事,兼任成都派沃特科技股份有限公司(2023年12月31日已终止任期)、深圳远超智慧生活股份有限公司、宝利根(成都)精密工业股份有限公司(未上市)独立董事。",当前年龄:43,职务:独立董事,任职时间:2023-07-14至今,侨源股份
陈娜,性别:女,学历:大专,"陈娜女士,中国国籍,无境外永久居留权,1981年10月生,大专学历。2002年4月至2002年10月任侨源有限收发员;2002年10月至2005年12月任侨源有限质管部部长;2006年1月至2010年9月任侨源有限行政办公室主任;2010年9月起任晨源气体综合行政部部长,现兼任公司监事会主席、职工监事。",当前年龄:43,"职务:监事会主席,职工代表监事",任职时间:2023-07-14至今,侨源股份
谌海军,性别:男,学历:大专,"谌海军先生,中国国籍,无境外永久居留权,1985年8月生,大专学历。2003年7月至2003年10月任侨源有限中控操作员;2003年11月至2018年10月历任班长、车间主任、生产技术部经理兼设备保障部副经理;2020年5月起任眉山侨源总经理,现兼任公司监事。",当前年龄:39,职务:非职工代表监事,任职时间:2023-07-14至今,侨源股份
魏家容,性别:女,学历:大专,"魏家容女士,中国国籍,无境外永久居留权,1989年12月生,大专学历。2010年5月至2010年12月任侨源有限行政文员;2011年1月至2014年9月任晨源物流副调度;2014年10月至2018年7月任晨源物流总调度;2018年8月至2020年8月任晨源物流副调度;2020年9月起任晨源物流副总经理,现兼任公司监事。",当前年龄:35,职务:非职工代表监事,任职时间:2023-07-14至今,侨源股份
何鸿云,性别:男,学历:硕士,"何鸿云先生,1962年生,中国国籍,无境外居留权,硕士、研究员。曾任兰州铁道学院助教,西南交通大学助教、讲师、高工、研究员,运达科技总经理,深圳市永达电子信息股份有限公司董事长、董事,成都国佳电气工程有限公司董事、成都运达轨道交通技术服务有限公司执行董事、赛科(深圳)工控实验室有限责任公司董事。现任公司董事长、曲水知创永盛企业管理有限公司董事长、运达创新(成都)投资有限公司董事长兼总经理、深圳市丰泰瑞达实业有限公司董事、上海宝得股权投资基金管理有限公司董事、成都交大运达电气有限公司董事、海口泓玮信息技术咨询服务有限公司监事、四川天鸿投资有限公司执行董事、嘉兴运达智能设备有限公司董事长。",当前年龄:62,"职务:董事长,法定代表人,非独立董事",任职时间:2014-06-26至今,运达科技
卜显利,性别:男,学历:硕士,"卜显利先生,1973年生,中国国籍,无境外居留权,硕士。曾任海尔集团公司工程师、部门经理、质量监测部部长,UL美华认证有限公司工程部高级经理,丹佛斯中国技术中心总监格兰富(中国)投资有限公司业务发展服务部总监,耐世特汽车系统(苏州)有限公司工厂厂长、公司副总经理,子公司广州运达智能科技有限公司总经理、北京运达华开科技有限公司董事长、成都盛达安科技有限公司执行董事兼经理。现任公司总裁、子公司广州运达智能科技有限公司董事长、嘉兴运达智能设备有限公司董事、北京双元盛达教育科技有限公司董事。",当前年龄:51,职务:总经理,任职时间:2020-08-04至今,运达科技
江海涛,性别:男,学历:硕士,"江海涛先生,1966年生,中国国籍,无境外居留权,硕士。曾任成都铁路局机务段工程师、总工程师(高级工程师)、副段长、段长,机务处科长、副处长、处长,总工程师室副主任,中车集团成都机车车辆有限公司人力资源策划主管。现任公司副总裁、长春运达轨道交通设备有限公司董事、北京运达时代智能科技有限公司执行董事、成都运达智辇科技有限公司执行董事。",当前年龄:58,职务:副总经理,任职时间:2018-04-25至今,运达科技
陈溉泉,性别:男,学历:大专,"陈溉泉先生,1975年生,中国国籍,无境外居留权,大专学历。曾任运达创新科技有限公司工程部经理、控制事业部-客户服务部经理、售后服务部经理,运达科技测控系统事业部副总经理、车载系统第二事业部总经理、车载系统事业部总经理、交付服务中心总经理。现任公司副总裁、成都运达轨道交通技术服务有限公司执行董事、成都运达轨道交通设备检修有限公司执行董事、嘉兴运达智能设备有限公司董事兼总经理、成都货安计量技术中心有限公司、成都货安信息技术有限公司执行董事。",当前年龄:49,职务:副总经理,任职时间:2019-10-25至今,运达科技
朱金陵,性别:男,学历:硕士,"朱金陵先生,1963年生,中国国籍,无境外居留权,硕士、高级工程师。曾任西南交通大学内燃机教研室助教、讲师,西南交通大学智能控制与仿真工程研究中心工程师、高级工程师,运达创新(成都)投资有限公司副总经理、成都运达轨道交通设备有限公司监事、深圳市永达电子信息股份有限公司董事、四川汇友电气有限公司董事长、成都交大运达电气有限公司执行董事、司姆泰克文化创意(北京)股份有限公司董事、中国系统仿真学会理事、北京运达华开科技有限公司董事。现任公司董事、首席专家、运达创新(成都)投资有限公司董事、成都运达创新电气有限公司执行董事、成都运达软件技术有限公司执行董事兼总经理、广州运达智能科技有限公司董事,四川汇友电气有限公司执行董事兼总经理。",当前年龄:61,职务:非独立董事,任职时间:2023-07-19至今,运达科技
王玉松,性别:男,学历:硕士,"王玉松先生,1961年生,中国国籍,无境外居留权,硕士。曾任西南交通大学计算机与通信工程学院助教、讲师,西南交通大学机车车辆研究所讲师、副教授,西南交通大学智能控制与仿真工程研究中心副教授,成都运达创新科技有限公司副总经理、成都运达科技股份有限公司董事、湖南恒信电气有限公司执行董事兼总经理。现任公司董事、首席专家,运达创新(成都)投资有限公司董事、成都运达牵引技术有限公司执行董事、湖南中大运达轨道交通科技有限责任公司董事长、成都交大运达电气有限公司董事。",当前年龄:63,职务:非独立董事,任职时间:2023-07-19至今,运达科技
徐总茂,性别:男,学历:硕士,"徐总茂先生,1965年生,中国国籍,无境外居留权,硕士。曾任哈尔滨铁路局科研所研究室副主任、工程师,哈尔滨铁路局团委书记、高级政工师,全国铁道团委副书记、书记,哈尔滨铁路局党委副书记、纪委书记、政法委书记,哈尔滨铁路局党委常委、副局长,铁道部经济规划研究院党委副书记、纪委书记,铁道部信息技术中心副主任、党委副书记、纪委书记、工会主席,苏州工业园区极目成长投资管理合伙企业(有限合伙)投资总监,北京运达华开科技有限公司董事。现任公司董事。",当前年龄:59,职务:非独立董事,任职时间:2023-07-19至今,运达科技
戢荔,性别:女,学历:硕士,"戢荔女士,1987年生,中国国籍,无境外居留权,硕士。曾任职于大族激光科技产业集团股份有限公司、深圳大学法学院。2016年8月至2021年6月任公司董事长助理,现任公司董事会秘书。",当前年龄:37,职务:董事会秘书,任职时间:2021-06-23至今,运达科技
顾诚,性别:男,学历:硕士,"顾诚先生,1962年生,中国国籍,无境外居留权,硕士,高级经济师。曾任南昌缝纫机厂助理工程师,江西省经济委员会技术改造处工程师,江西省经济贸易总公司副总经理、总经理(法定代表人),江西省工业投资公司总经理(法定代表人),中国投资协会理事,上海申通地铁股份有限公司董事、总经理、党委书记、副董事长兼任上海地铁融资租赁有限公司董事长、上海地铁一号线发展公司董事长、上海申通鉴衡轨道交通检测认证有限公司董事长。现任公司独立董事、世界轨道交通研究会常务专家理事、上海华鑫股份有限公司独立董事。",当前年龄:62,职务:独立董事,任职时间:2023-07-19至今,运达科技
吉利,性别:女,学历:博士,"吉利女士,1978年出生,中国国籍,无境外居留权,管理学(会计学)博士,中国会计学会会员、中国注册会计师(非执行)、财政部全国会计领军人才、四川省学术和技术带头人,曾任攀钢集团钢铁钒钛资源股份有限公司独立董事、四川岷江水利电力股份有限公司独立董事、四川国光农化股份有限公司独立董事、四川西昌电力股份有限公司独立董事、威特龙消防安全集团股份公司独立董事。现任公司独立董事、西南财经大学会计学院教授、博士生导师、乐山电力股份有限公司独立董事、红塔证券股份有限公司独立董事、晨越建设项目管理集团股份有限公司独立董事。",当前年龄:46,职务:独立董事,任职时间:2023-07-19至今,运达科技
黄庆,性别:男,学历:硕士,"黄庆先生,1956年生,中国国籍,无境外居留权,硕士。曾任职于兰州大学,曾任西南交通大学副校长、教授、二重集团(德阳)重型装备股份有限公司独立董事、四川成发航空科技股份有限公司独立董事、中铁二局股份有限公司独立董事。现任公司独立董事、湖南华菱线缆股份有限公司特聘专家。",当前年龄:68,职务:独立董事,任职时间:2023-07-19至今,运达科技
周晓莉,性别:女,学历:硕士,"周晓莉女士,1981年生,中国国籍,无境外居留权,硕士。曾任公司仿真事业部研发工程师、质控部经理、质量中心流程部经理、流程顾问。现任公司监事会主席、董事长助理、内审部经理、成都运达恒通商务服务有限公司监事、西安永邦航空设备有限公司执行董事兼总经理。",当前年龄:43,"职务:监事会主席,股东代表监事",任职时间:2023-07-19至今,运达科技
王世权,性别:男,学历:本科,"王世权先生,1978年生,中国国籍,无境外居留权,大学本科。2006年3月至今任职于公司,现任公司监事、车载系统事业部总工程师。",当前年龄:46,职务:股东代表监事,任职时间:2023-07-19至今,运达科技
刘洋,性别:女,学历:硕士,"刘洋,女,1992年生,中国国籍,无境外居留权,硕士。2015年3月入职成都运达科技股份有限公司,曾任公司售后服务部综合管理部主管、市场与战略发展部宣传专员,现任公司监事、董事会办公室宣传主管。",当前年龄:32,职务:职工代表监事,任职时间:2024-04-11至今,运达科技
王爽,性别:女,学历:本科,"王爽女士,1983年生,中国国籍,无境外居留权,大学本科。曾任四川野马汽车股份有限公司财务部财务副总监、北京运达华开科技有限公司董事。2019年6月至2021年6月任公司财务总监,现任公司财务负责人、嘉兴运达智能设备有限公司监事、广州运达智能科技有限公司董事。",当前年龄:41,职务:财务负责人,任职时间:2021-06-23至今,运达科技
陈永,性别:男,学历:硕士,"陈永先生,中国国籍,无境外永久居留权,1966年出生,硕士研究生学历,高级经济师,简阳市第十五届人大代表,成都市第十六届人大代表,第七届四川省劳动模范,中国医学装备协会医用气体装备及工程分会副会长,中国工业气体工业协会医用气体及工程分会副会长,四川省特种设备安全管理协会理事会副会长。1987年至1998年就职于空分集团,曾担任备配件分公司经理、空分集团总经理助理。1998年投资设立并主持创办简阳港通(公司前身),现任公司董事长兼总经理,兼任经开公司执行董事、蜀道装备董事等。",当前年龄:58,"职务:董事长,总经理,法定代表人,董事",任职时间:2012-12-22至今,港通医疗
喻波,性别:男,学历:硕士,"喻波先生,中国国籍,无境外永久居留权,1977年出生,硕士研究生学历,高级工程师,二级建造师。2000年至今,历任港通医疗技术员、供气事业部副总经理、供气工程部副经理、总经理助理等职务,现任公司副总经理。",当前年龄:47,职务:副总经理,任职时间:2014-05-13至今,港通医疗
陈兴根,性别:男,学历:大专,"陈兴根先生,中国国籍,无境外永久居留权,1965年出生,大专学历,高级工程师。1985年7月至1994年8月,在空分集团担任产品设计技术员;1994年9月至2001年5月,在空分集团担任技术科长和工程师;2001年6月至今在港通医疗工作,历任公司技术部经理、董事、副总经理、董事会秘书,现任公司董事、副总经理和董事会秘书,兼任简阳市工业集中发展区科技服务协会会长等。",当前年龄:59,"职务:副总经理,董事,董事会秘书",任职时间:2012-12-22至今,港通医疗
刘洪兵,性别:男,学历:本科,"刘洪兵先生,中国国籍,无境外永久居留权,1975年出生,本科学历。2000年6月至今,历任港通医疗质量管理员、质量管理部经理、医疗器械产品事业部副总经理、技术发展部经理、总经理助理等职务,现任公司副总经理。",当前年龄:49,职务:副总经理,任职时间:2014-05-13至今,港通医疗
王大军,性别:男,学历:本科,"王大军先生,中国国籍,无境外永久居留权,1980年出生,本科学历。1999年6月至今,在港通医疗工作,历任公司项目经理、供气工程产品事业部副经理、供气工程部经理、产品服务部经理,现任总经理助理。",当前年龄:44,职务:副总经理,任职时间:2024-08-26至今,港通医疗
范伟民,性别:男,学历:硕士,"范伟民先生,中国国籍,无境外永久居留权,1983年出生,硕士研究生学历,高级工程师。2002年11月至今在港通医疗工作,历任技术员、片区经理、总经理秘书、大区经理、分公司经理、销售总监、市场营销部经理,现任总经理助理。",当前年龄:41,职务:副总经理,任职时间:2024-08-26至今,港通医疗
文再敏,性别:男,学历:大专,"文再敏先生,中国国籍,无境外永久居留权,1966年出生,大专学历。1984年至2000年,在空分集团经发公司从事销售工作;2000年至今在港通医疗工作,历任公司容器部经理、气体设备部经理、供应管理部经理,现任公司董事。",当前年龄:58,职务:董事,任职时间:2022-06-11至今,港通医疗
刘煜强,性别:男,学历:本科,"刘煜强先生:1973年出生,中国国籍,无境外永久居留权,大学本科学历,高级工程师,二级建造师。1998年至今在四川港通医疗设备集团有限公司工作,历任项目经理、质量部经理、技术部经理、净化工程部副经理和经理、市场营销部副经理和经理,现任销售总监。",当前年龄:51,职务:非独立董事,任职时间:2024-11-08至今,港通医疗
魏勇,性别:男,学历:大专,"魏勇先生,中国国籍,无境外永久居留权,1968年出生,大专学历,1986年至2000年在四川空分集团经发公司从事生产管理工作,2000年至今在港通医疗工作,历任产品制造部经理、供应部经理,现任公司董事、销售总监、工会主席。",当前年龄:56,职务:非独立董事,任职时间:2023-12-29至今,港通医疗
陈叙,性别:男,学历:硕士,"陈叙先生:1990年出生,中国国籍,无境外永久居留权,硕士研究生,2018年至今,在深圳羡鱼动力技术有限公司担任总经理。",当前年龄:34,职务:非独立董事,任职时间:2024-05-15至今,港通医疗
姚刚,性别:男,学历:硕士,"姚刚先生,男,中国国籍,1976年11月出生,工商管理硕士。2003年12月至今,在泰和泰律师事务所任律师助理、律师、合伙人,2013年6月至2019年3月,在四川川润股份有限公司担任独立董事,2016年10月至2019年12月,在海天水务集团股份有限公司担任独立董事。2023年8月30日至今,担任公司独立董事。",当前年龄:48,职务:独立董事,任职时间:2023-08-30至今,港通医疗
周正,性别:女,学历:硕士,"周正女士,中国国籍,无境外永久居留权,1971年出生,硕士研究生学历,高级经济师,曾任四川金顶(集团)股份有限公司董事、董事会秘书、副总经理,川开电气股份有限公司董事会秘书、副总经理,川开实业集团有限公司副总裁,成都富恩德股权投资有限公司副总裁、风控/合规负责人。2017年6月至今任成都富恩德同创资产管理有限公司监事,2019年10月至今任成都富恩德股权投资有限公司董事,2022年1月至今任沣熠刮拉瓶盖(四川)有限公司监事。2023年12月29日至今,担任公司独立董事。",当前年龄:53,职务:独立董事,任职时间:2023-12-29至今,港通医疗
赵尘,性别:女,学历:博士,"赵尘女士:1987年11月出生,中国国籍,无境外永久居留权,金融学学士,会计学博士,2015年10月至2016年3月任西南财经大学会计学院讲师,2016年4月至今任西南财经大学会计学院副教授,2016年12月至今任西南财经大学会计学院外语教学研究与交流中心主任,2023年11月至今任成都华远焊接设备股份有限公司独立董事。",当前年龄:37,职务:独立董事,任职时间:2024-05-15至今,港通医疗
施文聪,性别:男,学历:中专,"施文聪先生,中国国籍,无境外永久居留权,1972年出生,中专学历。曾就职于四川拖拉机总厂第三分厂,1998年至今在港通医疗工作,历任公司医疗器械产品事业部副经理、产品制造部副经理,现任公司生产管理部经理、监事会主席。",当前年龄:52,"职务:监事会主席,监事",任职时间:2022-06-11至今,港通医疗
陈良平,性别:男,学历:大专,"陈良平先生,中国国籍,无境外永久居留权,1972年出生,大专学历,曾任四川简阳港通经济技术开发有限公司总经理,现任四川港通医疗设备集团有限公司采购经理、监事。",当前年龄:52,职务:监事,任职时间:2023-12-29至今,港通医疗
李兰英,性别:女,学历:本科,"李兰英女士,中国国籍,无境外永久居留权,1979年出生,本科学历。曾就职于浙江康宁医药有限公司,担任行政主管;2011年至今,在港通医疗工作,现任公司人力资源部经理、监事。",当前年龄:45,职务:职工监事,任职时间:2022-06-11至今,港通医疗
张秋,性别:男,学历:本科,"张秋先生,中国国籍,无境外永久居留权,1985年出生,本科学历,高级会计师、注册税务师。2007年7月至2016年4月,在空分集团从事财务工作;2016年5月至2018年8月,在简阳海天水务有限公司担任财务经理;2018年9月至今,担任公司财务总监。",当前年龄:39,职务:财务总监,任职时间:2019-06-12至今,港通医疗
甘德宏,性别:男,学历:初中,"甘德宏,男,1965年8月生,中国国籍,无境外永久居留权,中学学历。1980年起从事机械相关行业,1988年创办大邑建机修配经营部;1995年4月创立大邑建工厂并任厂长;2004年5月与配偶张文秀共同创立大宏立有限,并任执行董事、总经理;2013年7月至2021年4月任大宏立总经理,2013年7月至今任大宏立董事长;现兼任大邑县工商业联合会(总商会)主席(会长)、成都非公企业学院理事长,成都市机械制造业商会会长。",当前年龄:59,"职务:董事长,总经理,法定代表人,非独立董事",任职时间:2013-06-06至今,大宏立
杨中民,性别:男,学历:高中,"杨中民先生:男,1973年2月生,中国国籍,无境外永久居留权,中学学历。1995年至2004年任大邑建工厂技术经理;2004年5月至2013年6月历任成都大宏立机器制造有限公司总经理助理、技术部长、生产总监;2013年7月至2022年6月5日担任大宏立董事兼副总经理。其担任公司副总经理任期自2022年6月8日至2025年6月7日。",当前年龄:51,职务:副总经理,任职时间:2013-06-06至今,大宏立
陈莉,性别:女,学历:本科,"陈莉女士:女,1981年1月生,中国国籍,无境外永久居留权,大学本科学历。曾担任成都贤亨房地产有限公司销售经理、办公室主任,2010年3月至2021年12月历任大宏立行政部主管、销售办公室主任、人力资源部部长,其间2017年7月当选大宏立党委副书记,2022年1月至今任大宏立党委副书记、董事长助理、副总经理。其担任公司副总经理任期自2022年6月8日至2025年6月7日。",当前年龄:43,职务:副总经理,任职时间:2022-06-08至今,大宏立
甘德忠,性别:男,学历:初中,"甘德忠,男,1974年2月出生,中国国籍,无境外永久居留权,中学学历,1991参加工作,进入大邑县建筑修配经营部工作;1994年至2004年任大邑县建筑工程机械厂焊工组组长、临工组组长兼安装技术指导;2004年至2020年历任大宏立基建主管、售后部部长、片区销售经理、配件销售主管、客服中心总监、销售中心项目主管、副总助理,2020年4月至今任大宏立副总经理。",当前年龄:50,职务:副总经理,任职时间:2021-04-08至今,大宏立
李恩明,性别:男,学历:本科,"李恩明先生:男,1978年1月生,中国国籍,无境外永久居留权,大学本科学历,四川大学MBA研修结业。2001年至2002年担任特变电工德阳电缆股份有限公司销售经理;2005年至2006年在四川省生产力促进中心担任项目经理、咨询师;2006年11月至2013年10月和2015年8月至2018年3月先后担任成都桑莱特科技股份有限公司董事、董事会秘书、副总经理;2013年至2014年,担任成都兴原再生资源投资有限公司董事会秘书、副总经理;2018年4月至2021年3月,担任大宏立董事长助理,2021年4月至今任大宏立副总经理。其担任公司副总经理任期自2022年6月8日至2025年6月7日。",当前年龄:46,职务:副总经理,任职时间:2021-04-08至今,大宏立
先敬,性别:男,学历:本科,"先敬先生:男,1975年7月生,中国国籍,无境外永久居留权,大学本科学历,国家注册中级质量工程师。1996年至2001年任成都市惠山电子厂车间主任;2001年至2010年任成都贝根管道有限责任公司质量管理部部长;2010年6月至2013年6月担任成都大宏立机器制造有限公司总经理办公室主任;2013年7月至2014年8月任大宏立监事会主席。2014年8月至今任大宏立副总经理。其担任公司副总经理任期自2022年6月8日至2025年6月7日。",当前年龄:49,职务:副总经理,任职时间:2013-06-06至今,大宏立
甘德君,性别:男,学历:高中,"甘德君,男,1973年11月出生,中国国籍,无境外永久居留权,中学学历,1995年至2004年任大邑建工厂销售经理;2004年5月至2012年3月任成都大宏立机器制造有限公司销售部部长、运营总监;2012年3月至2013年6月任成都大宏立机器制造有限公司销售总监;2013年至今任大宏立副总经理;2022年6月8日至今任大宏立董事。",当前年龄:51,"职务:副总经理,非独立董事",任职时间:2013-06-06至今,大宏立
LI ZEQUAN(李泽全),性别:男,学历:硕士,"LI ZEQUAN(李泽全)先生:1975年8月出生,澳大利亚国籍,研究生学历,特许公认会计师(ACCA)。2004年7月至2007年8月在悉尼胜鲁克斯医院从事会计工作;2008年3月至2009年5月在四川金广实业集团股份有限公司从事财务工作;2009年8月至2010年5月任成都市荣亚环保科技有限公司财务经理;2010年6月至2013年6月任成都大宏立机器制造有限公司财务总监;2013年7月至今任大宏立董事、财务总监,2021年4月至2024年12月任大宏立总经理,2023年5月30日至今任大宏立董事会秘书。其担任公司董事、财务总监任期自2022年6月8日至2025年6月7日,担任公司董事会秘书任期自2023年5月30日至2025年6月7日。",当前年龄:49,"职务:非独立董事,董事会秘书,财务总监",任职时间:2013-06-06至今,大宏立
何熙琼,性别:男,学历:博士,"何熙琼先生:男,1988年11月生,中国国籍,无境外永久居留权,博士学历。现任西南财经大学发展规划处副处长、金融学院副教授,会计学博士,博士生导师;“一带一路”小币种货币交易模拟研究中心主任、四川省科技青年联合会第六届理事、中国管理会计研究中心特约研究员。其担任公司独立董事任期自2022年6月8日至2025年6月7日。",当前年龄:36,职务:独立董事,任职时间:2022-06-08至今,大宏立
王振伟,性别:男,学历:博士,"王振伟先生:男,1975年6月生,中国国籍,无境外永久居留权,博士学历。现任电子科技大学航空航天学院教授,博士生导师;中国图学学会高级会员,第十二批四川省学术与技术带头人后备人选。其担任公司独立董事任期自2022年6月8日至2025年6月7日。",当前年龄:49,职务:独立董事,任职时间:2022-06-08至今,大宏立
李西臣,性别:女,学历:博士,"李西臣女士:1980年11月出生,中国国籍,无境外永久居留权,博士学历现任西华大学法学与社会学学院教授、硕士生导师;四川省学术和技术带头人后备人选,四川省人工智能与大数据法治研究会副会长,四川省法学会金融法学研究会副秘书长,四川省法学会保险法学会常务理事,四川省法学会经济法、民商法、国际经济法、消费者权益保护法学会理事,中国证券业协会证券纠纷调解员,十一届四川省政协社会法制委员会立法协商专家组成员。",当前年龄:44,职务:独立董事,任职时间:2024-03-29至今,大宏立
袁涛,性别:男,学历:本科,"袁涛先生,男,1988年10月生,中国国籍,无境外永久居留权,本科学历。2010年9月至2013年6月历任成都大宏立机器制造有限公司计算机管理员、审计专员;2013年7月至2021年6月历任成都大宏立机器股份有限公司证劵事务代表、市场信息部部长、招投标部部长、大客户部部长;现任公司党委委员、工会主席、董事长助理。其担任公司监事会主席任期自2022年6月8日至2025年6月7日。",当前年龄:36,"职务:监事会主席,非职工代表监事",任职时间:2022-06-08至今,大宏立
高天银,性别:男,学历:高中,"高天银先生,男,1981年8月生,中国国籍,无境外永久居留权,高中学历。1999年至2004年就职于大邑建工厂,2004年5月至今历任大宏立机器制造有限公司装配员、大宏立生产车间组长、生产车间厂长。其担任公司监事任期自2022年6月8日至2025年6月7日。",当前年龄:43,职务:非职工代表监事,任职时间:2022-06-08至今,大宏立
吴双,性别:男,学历:本科,"吴双,男,1992年2月生,中国国籍,无境外永久居留权,本科学历。2013年4月至今,历任大宏立IT专员、营销主管、市场部部长。",当前年龄:32,职务:职工代表监事,任职时间:2024-08-12至今,大宏立
魏晓林,性别:男,学历:小学,"魏晓林,男,1956年出生,中国国籍,无境外永久居留权,现任公司董事长兼总经理,主要职责为全面负责公司的经营管理工作。其主要经历如下:1975年至1992年于成都飞机公司82车间任工人;1992年至1999年创办成都市青羊区成飞人武汽车配件厂,任厂长;1999年创办西菱有限,任总经理、法定代表人。",当前年龄:68,"职务:董事长,总经理,法定代表人,非独立董事",任职时间:2016-11-27至今,西菱动力
罗朝金,性别:男,学历:大专,"罗朝金,男,1980年出生,中国国籍,无境外永久居留权,大专学历,现任公司董事、副总经理,主要职责为负责公司军品及航空零部件事业部经营管理。1999年至2009年任公司皮带轮车间员工、工段长、车间主任;2009年至2019年任公司凸轮轴事业部车间主任、生产部长、副经理、经理,2019年至2021任公司军品事业部经理,2021年至今任公司副总经理。",当前年龄:44,"职务:副总经理,非独立董事",任职时间:2021-08-26至今,西菱动力
魏永春,性别:男,学历:初中,"魏永春,男,1982年出生,中国国籍,无境外永久居留权,现任公司董事、常务副总经理,主要职责汽车零部件事业部的经营管理。其主要经历如下:2002年至2004年于云南蒙自军分区部队参军;2004年至今历任公司销售员、销售经理、销售部副总经理、董事、副总经理。",当前年龄:42,"职务:常务副总经理,非独立董事",任职时间:2023-01-18至今,西菱动力
李冬炜,性别:男,学历:硕士,"李冬炜,男,1969年生,中国国籍,无境外永久居留权,硕士学历,现任公司董事。1991年,沈阳航空工业学院机械工程系毕业,2003年至2006年,空军工程大学学习,获管理科学与工程硕士学位。1991年至1998年任中国人民解放军军代表,1998年至2001年于空军驻某地区军代表局任职,2001年至2008年任空军装备部订货部参谋、工程师,2008年2017年历任空军装备部科研订货部某办副主任、主任、高级工程师,2018年退役。2019年11月至2021年7月就职于天航长鹰科技有限公司,任总经理;2021年8月至今就职于上海涵道科技有限公司,任副总经理。",当前年龄:55,职务:非独立董事,任职时间:2023-01-18至今,西菱动力
